#Header
x y Displacement(m) Hydrogen_concentration(mol/m^2) Damage

Load step: 3000
0.00283688 0.0414286 -3.52332e-06 0 0
0.00283688 0.04 -4.05775e-06 0 0
0.00283688 0.0385714 -4.58908e-06 0 0
0.00283688 0.0371429 -5.11637e-06 0 0
0.00283688 0.0357143 -5.63991e-06 0 0
0.00283688 0.0342857 -6.16069e-06 0 0
0.00283688 0.0328571 -6.68e-06 0 0
0.00283688 0.0314286 -7.19812e-06 0 0
0.00283688 0.03 -7.71448e-06 0 0
0.00283688 0.0285714 -8.22921e-06 0 0
0.00283688 0.0271429 -8.74204e-06 0 0
0.00283688 0.0257143 -9.25193e-06 0 0
0.00283688 0.0242857 -9.75792e-06 0 0
0.00283688 0.0228571 -1.02607e-05 0 0
0.00283688 0.0214286 -1.07593e-05 0 0
0.00283688 0.02 -1.12539e-05 0 0
0.00283688 0.0185714 -1.17466e-05 0 0
0.00283688 0.0171429 -1.2237e-05 0 0
0.00283688 0.0157143 -1.2726e-05 0 0
0.00283688 0.0142857 -1.32138e-05 0 0
0.00283688 0.0128571 -1.36999e-05 0 0
0.00283688 0.0114286 -1.41831e-05 0 0
0.00283688 0.01 -1.46622e-05 0 0
0.00283688 0.00857143 -1.5139e-05 0 0
0.00283688 0.00714286 -1.56114e-05 0 0
0.00283688 0.00571429 -1.60738e-05 0 0
0.00283688 0.00428571 -1.66092e-05 0 0
0.00283688 0.00285714 -1.70384e-05 0 0
0.00283688 0.00142857 -1.74806e-05 0 0
0.00425532 0.0985714 1.5919e-05 0 0
0.00425532 0.0971429 1.57176e-05 0 0
0.00425532 0.0957143 1.5383e-05 0 0
0.00425532 0.0942857 1.49677e-05 0 0
0.00425532 0.0928571 1.45714e-05 0 0
0.00425532 0.0914286 1.41543e-05 0 0
0.00425532 0.09 1.3728e-05 0 0
0.00425532 0.0885714 1.32912e-05 0 0
0.00425532 0.0871429 1.28456e-05 0 0
0.00425532 0.0857143 1.23921e-05 0 0
0.00425532 0.0842857 1.19317e-05 0 0
0.00425532 0.0828571 1.14669e-05 0 0
0.00425532 0.0814286 1.09952e-05 0 0
0.00425532 0.08 1.05206e-05 0 0
0.00425532 0.0785714 1.00412e-05 0 0
0.00425532 0.0771429 9.55414e-06 0 0
0.00425532 0.0757143 9.05891e-06 0 0
0.00425532 0.0742857 8.55716e-06 0 0
0.00425532 0.0728571 8.05028e-06 0 0
0.00425532 0.0714286 7.54041e-06 0 0
0.00425532 0.07 7.03007e-06 0 0
0.00425532 0.0685714 6.51838e-06 0 0
0.00425532 0.0671429 6.0056e-06 0 0
0.00425532 0.0657143 5.49293e-06 0 0
0.00425532 0.0642857 4.97966e-06 0 0
0.00425532 0.0628571 4.46409e-06 0 0
0.00425532 0.0614286 3.94524e-06 0 0
0.00425532 0.06 3.4232e-06 0 0
0.00425532 0.0585714 2.89881e-06 0 0
0.00425532 0.0571429 2.37296e-06 0 0
0.00425532 0.0557143 1.84552e-06 0 0
0.00425532 0.0542857 1.31565e-06 0 0
0.00425532 0.0528571 7.83094e-07 0 0
0.00425532 0.0514286 2.48344e-07 0 0
0.00425532 0.05 -2.88014e-07 0 0
0.00425532 0.0485714 -8.25634e-07 0 0
0.00425532 0.0471429 -1.36418e-06 0 0
0.00425532 0.0457143 -1.9029e-06 0 0
0.00425532 0.0442857 -2.44081e-06 0 0
0.00425532 0.0428571 -2.97737e-06 0 0
0.00425532 0.0414286 -3.51265e-06 0 0
0.00425532 0.04 -4.04654e-06 0 0
0.00425532 0.0385714 -4.57843e-06 0 0
0.00425532 0.0371429 -5.108e-06 0 0
0.00425532 0.0357143 -5.63542e-06 0 0
0.00425532 0.0342857 -6.1611e-06 0 0
0.00425532 0.0328571 -6.68625e-06 0 0
0.00425532 0.0314286 -7.21087e-06 0 0
0.00425532 0.03 -7.73424e-06 0 0
0.00425532 0.0285714 -8.25686e-06 0 0
0.00425532 0.0271429 -8.77911e-06 0 0
0.00425532 0.0257143 -9.29877e-06 0 0
0.00425532 0.0242857 -9.81321e-06 0 0
0.00425532 0.0228571 -1.03233e-05 0 0
0.00425532 0.0214286 -1.08271e-05 0 0
0.00425532 0.02 -1.13266e-05 0 0
0.00425532 0.0185714 -1.18255e-05 0 0
0.00425532 0.0171429 -1.23245e-05 0 0
0.00425532 0.0157143 -1.28234e-05 0 0
0.00425532 0.0142857 -1.33225e-05 0 0
0.00425532 0.0128571 -1.38229e-05 0 0
0.00425532 0.0114286 -1.43212e-05 0 0
0.00425532 0.01 -1.48203e-05 0 0
0.00425532 0.00857143 -1.53236e-05 0 0
0.00425532 0.00714286 -1.58304e-05 0 0
0.00425532 0.00571429 -1.63364e-05 0 0
0.00425532 0.00428571 -1.69519e-05 0 0
0.00425532 0.00285714 -1.74419e-05 0 0
0.00425532 0.00142857 -1.7912e-05 0 0
0.00567376 0.0985714 1.69296e-05 0 0
0.00567376 0.0971429 1.6437e-05 0 0
0.00567376 0.0957143 1.5976e-05 0 0
0.00567376 0.0942857 1.54038e-05 0 0
0.00567376 0.0928571 1.49284e-05 0 0
0.00567376 0.0914286 1.44504e-05 0 0
0.00567376 0.09 1.3974e-05 0 0
0.00567376 0.0885714 1.34999e-05 0 0
0.00567376 0.0871429 1.3025e-05 0 0
0.00567376 0.0857143 1.25464e-05 0 0
0.00567376 0.0842857 1.2066e-05 0 0
0.00567376 0.0828571 1.15845e-05 0 0
0.00567376 0.0814286 1.10989e-05 0 0
0.00567376 0.08 1.06112e-05 0 0
0.00567376 0.0785714 1.01214e-05 0 0
0.00567376 0.0771429 9.62516e-06 0 0
0.00567376 0.0757143 9.12162e-06 0 0
0.00567376 0.0742857 8.61254e-06 0 0
0.00567376 0.0728571 8.09699e-06 0 0
0.00567376 0.0714286 7.57788e-06 0 0
0.00567376 0.07 7.05825e-06 0 0
0.00567376 0.0685714 6.53821e-06 0 0
0.00567376 0.0671429 6.01863e-06 0 0
0.00567376 0.0657143 5.50112e-06 0 0
0.00567376 0.0642857 4.98458e-06 0 0
0.00567376 0.0628571 4.46637e-06 0 0
